Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 100.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
80	1.08	-0.11(-0.11)	1.18(236)
80	0.2	-0.04(-0.04)	0.25(491)
80	-0.0	-0.04(-0.04)	0.03(663)
90	0.04	0.04(0.04)	0.0(791)
90	1.25	0.01(0.01)	1.24(248)
90	0.29	0.02(0.02)	0.27(535)
90	0.07	0.03(0.03)	0.04(754)
100	0.0	-0.0(-0.0)	0.0(608)
100	1.09	-0.07(-0.07)	1.16(232)
100	0.18	-0.03(-0.03)	0.21(426)
100	0.02	-0.01(-0.01)	0.03(583)
110	0.04	0.03(0.03)	0.0(672)
110	1.19	-0.04(-0.04)	1.22(245)
110	0.27	0.02(0.02)	0.24(487)
110	0.06	0.03(0.03)	0.03(643)
120	1.16	-0.06(-0.06)	1.22(244)
120	0.02	0.02(0.02)	0.0(726)
120	0.23	-0.02(-0.02)	0.25(495)
120	0.05	0.01(0.01)	0.03(685)
130	1.1	-0.11(-0.11)	1.21(242)
130	-0.01	-0.02(-0.02)	0.0(701)
130	0.18	-0.05(-0.05)	0.23(457)
130	0.01	-0.02(-0.02)	0.03(667)
140	0.95	-0.06(-0.06)	1.01(203)
140	0.02	0.02(0.02)	0.0(595)
140	0.19	-0.01(-0.01)	0.21(413)
140	0.03	0.01(0.01)	0.03(570)
150	1.12	-0.14(-0.14)	1.26(253)
150	-0.04	-0.04(-0.04)	0.0(819)
150	0.24	-0.06(-0.06)	0.29(589)
150	-0.0	-0.04(-0.04)	0.04(784)
160	1.01	-0.11(-0.11)	1.12(225)
160	-0.03	-0.03(-0.03)	0.0(658)
160	-0.01	-0.04(-0.04)	0.03(625)
160	0.17	-0.05(-0.05)	0.22(449)
170	1.05	-0.09(-0.09)	1.13(227)
170	-0.02	-0.03(-0.03)	0.0(737)
170	0.01	-0.03(-0.03)	0.04(702)
170	0.22	-0.04(-0.04)	0.26(516)
180	0.71	-0.21(-0.21)	0.92(184)
180	-0.18	-0.18(-0.18)	0.0(495)
180	-0.16	-0.18(-0.18)	0.02(474)
180	-0.0	-0.19(-0.19)	0.18(365)
190	0.88	-0.22(-0.22)	1.1(220)
190	-0.24	-0.24(-0.24)	0.0(556)
190	-0.21	-0.24(-0.24)	0.03(528)
190	-0.06	-0.25(-0.25)	0.19(378)
200	0.86	-0.15(-0.15)	1.01(202)
200	-0.08	-0.09(-0.09)	0.0(690)
200	-0.06	-0.09(-0.09)	0.03(654)
200	0.12	-0.11(-0.11)	0.23(450)
210	0.94	-0.11(-0.11)	1.05(211)
210	-0.07	-0.08(-0.08)	0.0(710)
210	-0.05	-0.08(-0.08)	0.03(673)
210	0.17	-0.08(-0.08)	0.25(496)
220	0.94	-0.07(-0.07)	1.01(202)
220	-0.03	-0.03(-0.03)	0.0(720)
220	0.01	-0.03(-0.03)	0.03(685)
220	0.21	-0.03(-0.03)	0.25(494)
230	1.06	-0.1(-0.1)	1.15(231)
230	-0.06	-0.06(-0.06)	0.0(702)
230	-0.02	-0.06(-0.06)	0.03(670)
230	0.17	-0.07(-0.07)	0.24(482)
240	0.51	-0.24(-0.24)	0.75(150)
240	-0.11	-0.11(-0.11)	0.0(651)
240	-0.08	-0.11(-0.11)	0.03(623)
240	0.08	-0.14(-0.14)	0.22(443)
250	0.5	-0.17(-0.17)	0.67(134)
250	-0.14	-0.14(-0.14)	0.0(643)
250	-0.12	-0.15(-0.15)	0.03(602)
250	0.04	-0.15(-0.15)	0.2(393)
260	0.42	-0.27(-0.27)	0.69(138)
260	-0.19	-0.19(-0.19)	0.0(625)
260	-0.16	-0.19(-0.19)	0.03(586)
260	-0.01	-0.21(-0.21)	0.2(394)
270	0.51	-0.18(-0.18)	0.69(137)
270	-0.12	-0.12(-0.12)	0.0(497)
270	-0.11	-0.13(-0.13)	0.02(461)
270	0.02	-0.13(-0.13)	0.16(318)
280	0.55	-0.17(-0.17)	0.72(143)
280	-0.1	-0.1(-0.1)	0.0(644)
280	-0.08	-0.11(-0.11)	0.03(594)
280	0.07	-0.13(-0.13)	0.19(387)
290	0.3	-0.28(-0.28)	0.58(116)
290	-0.18	-0.18(-0.18)	0.0(508)
290	-0.16	-0.19(-0.19)	0.02(465)
290	-0.07	-0.22(-0.22)	0.15(303)
300	0.45	-0.21(-0.21)	0.66(131)
300	-0.14	-0.15(-0.15)	0.0(633)
300	-0.12	-0.15(-0.15)	0.03(574)
300	-0.01	-0.18(-0.18)	0.17(346)
310	0.08	-0.39(-0.39)	0.47(95.0)
310	-0.3	-0.31(-0.31)	0.0(491)
310	-0.27	-0.29(-0.29)	0.02(443)
310	-0.21	-0.34(-0.34)	0.13(266)
320	0.25	-0.27(-0.27)	0.52(104)
320	-0.23	-0.23(-0.23)	0.0(564)
320	-0.21	-0.23(-0.23)	0.03(505)
320	-0.1	-0.25(-0.25)	0.15(296)
330	0.01	-0.35(-0.35)	0.35(71.0)
330	-0.26	-0.26(-0.26)	0.0(431)
330	-0.24	-0.26(-0.26)	0.02(381)
330	-0.22	-0.32(-0.32)	0.1(205)
340	0.0	-0.35(-0.35)	0.35(71.0)
340	-0.26	-0.26(-0.26)	0.0(468)
340	-0.24	-0.26(-0.26)	0.02(409)
340	-0.21	-0.31(-0.31)	0.11(211)
350	0.13	-0.21(-0.21)	0.34(68.3)
350	-0.16	-0.16(-0.16)	0.0(511)
350	-0.14	-0.16(-0.16)	0.02(443)
350	-0.09	-0.19(-0.19)	0.11(217)
360	-0.06	-0.35(-0.35)	0.29(58.1)
360	-0.29	-0.29(-0.29)	0.0(447)
360	-0.27	-0.29(-0.29)	0.02(386)
360	-0.23	-0.32(-0.32)	0.09(186)
370	-0.01	-0.28(-0.28)	0.27(53.3)
370	-0.25	-0.25(-0.25)	0.0(487)
370	-0.24	-0.26(-0.26)	0.02(416)
370	-0.19	-0.28(-0.28)	0.09(188)
380	-0.0	-0.28(-0.28)	0.28(56.2)
380	-0.23	-0.23(-0.23)	0.0(501)
380	-0.21	-0.23(-0.23)	0.02(428)
380	-0.17	-0.27(-0.27)	0.1(196)
390	-0.16	-0.44(-0.44)	0.28(56.3)
390	-0.36	-0.36(-0.36)	0.0(548)
390	-0.33	-0.36(-0.36)	0.02(466)
390	-0.3	-0.4(-0.4)	0.1(206)
400	0.31	0.02(0.02)	0.29(57.7)
400	-0.01	-0.01(-0.01)	0.0(546)
400	0.01	-0.02(-0.02)	0.02(465)
400	0.09	-0.02(-0.02)	0.1(208)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470844'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470844'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470844'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470844'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.5	0.14(0.14)	0.36(712)
0	3.7	0.14(0.14)	3.56(712)
0	0.18	0.14(0.14)	0.04(712)
0	0.14	0.14(0.14)	0.0(712)
10	0.42	0.05(0.05)	0.37(750)
10	2.62	0.05(0.05)	2.57(515)
10	0.03	0.03(0.03)	0.0(873)
10	0.07	0.03(0.03)	0.04(855)
20	3.58	0.09(0.09)	3.49(698)
20	0.53	0.13(0.13)	0.41(815)
20	0.14	0.13(0.13)	0.0(976)
20	0.18	0.13(0.13)	0.05(956)
30	2.88	0.08(0.08)	2.81(561)
30	0.46	0.06(0.06)	0.39(783)
30	0.06	0.06(0.06)	0.0(910)
30	0.1	0.06(0.06)	0.04(893)
40	2.91	0.02(0.02)	2.89(577)
40	0.44	0.09(0.09)	0.35(694)
40	0.07	0.07(0.07)	0.0(896)
40	0.11	0.07(0.07)	0.04(868)
50	3.77	0.09(0.09)	3.68(736)
50	0.64	0.13(0.13)	0.51(1011)
50	0.14	0.13(0.13)	0.01(1216)
50	0.19	0.13(0.13)	0.06(1190)
60	2.91	0.07(0.07)	2.84(568)
60	0.47	0.11(0.11)	0.35(710)
60	0.11	0.11(0.11)	0.0(883)
60	0.15	0.11(0.11)	0.04(859)
70	2.32	0.05(0.05)	2.27(453)
70	0.41	0.09(0.09)	0.33(652)
70	0.08	0.08(0.08)	0.0(796)
70	0.11	0.08(0.08)	0.04(770)
80	2.16	0.02(0.02)	2.14(428)
80	0.37	0.06(0.06)	0.31(630)
80	0.04	0.04(0.04)	0.0(788)
80	0.08	0.05(0.05)	0.04(771)
90	3.09	0.08(0.08)	3.01(602)
90	0.47	0.11(0.11)	0.36(726)
90	0.1	0.09(0.09)	0.0(926)
90	0.14	0.1(0.1)	0.04(900)
100	1.94	0.06(0.06)	1.88(376)
100	0.39	0.1(0.1)	0.29(583)
100	0.09	0.09(0.09)	0.0(716)
100	0.13	0.09(0.09)	0.03(700)
110	2.52	0.06(0.06)	2.46(493)
110	0.45	0.13(0.13)	0.32(647)
110	0.13	0.12(0.12)	0.0(809)
110	0.16	0.12(0.12)	0.04(789)
120	2.57	0.02(0.02)	2.55(511)
120	0.45	0.1(0.1)	0.35(708)
120	0.1	0.1(0.1)	0.0(863)
120	0.15	0.1(0.1)	0.04(839)
130	2.49	-0.02(-0.02)	2.51(502)
130	0.39	0.08(0.08)	0.31(623)
130	0.08	0.07(0.07)	0.0(833)
130	0.11	0.07(0.07)	0.04(805)
140	1.97	0.04(0.04)	1.93(386)
140	0.1	0.1(0.1)	0.0(705)
140	0.37	0.09(0.09)	0.29(573)
140	0.13	0.09(0.09)	0.03(684)
150	2.77	0.01(0.01)	2.76(553)
150	0.07	0.06(0.06)	0.0(977)
150	0.46	0.08(0.08)	0.38(764)
150	0.11	0.06(0.06)	0.05(950)
160	1.97	-0.0(-0.0)	1.97(394)
160	0.08	0.08(0.08)	0.0(787)
160	0.39	0.07(0.07)	0.32(641)
160	0.11	0.07(0.07)	0.04(764)
170	2.38	0.01(0.01)	2.37(474)
170	0.08	0.07(0.07)	0.0(891)
170	0.45	0.09(0.09)	0.35(710)
170	0.12	0.08(0.08)	0.04(868)
180	1.41	-0.11(-0.11)	1.52(304)
180	-0.08	-0.08(-0.08)	0.0(608)
180	-0.06	-0.09(-0.09)	0.03(593)
180	0.16	-0.09(-0.09)	0.25(498)
190	1.77	-0.07(-0.07)	1.85(369)
190	-0.1	-0.1(-0.1)	0.0(669)
190	-0.07	-0.1(-0.1)	0.03(650)
190	0.18	-0.1(-0.1)	0.27(547)
200	1.66	-0.04(-0.04)	1.71(341)
200	0.02	0.02(0.02)	0.0(835)
200	0.06	0.02(0.02)	0.04(808)
200	0.34	0.02(0.02)	0.32(646)
210	1.53	-0.02(-0.02)	1.55(309)
210	-0.01	-0.02(-0.02)	0.0(869)
210	0.02	-0.02(-0.02)	0.04(842)
210	0.31	-0.01(-0.01)	0.32(642)
220	1.78	-0.0(-0.0)	1.79(357)
220	0.06	0.06(0.06)	0.0(877)
220	0.1	0.06(0.06)	0.04(851)
220	0.4	0.06(0.06)	0.34(673)
230	2.2	0.0(0.0)	2.2(440)
230	0.05	0.05(0.05)	0.0(854)
230	0.1	0.06(0.06)	0.04(831)
230	0.42	0.06(0.06)	0.36(712)
240	1.55	-0.07(-0.07)	1.62(324)
240	0.01	0.01(0.01)	0.0(792)
240	0.05	0.01(0.01)	0.04(757)
240	0.27	-0.0(-0.0)	0.28(551)
250	1.34	-0.05(-0.05)	1.39(278)
250	-0.04	-0.05(-0.05)	0.0(785)
250	-0.01	-0.04(-0.04)	0.04(752)
250	0.23	-0.03(-0.03)	0.27(537)
260	1.28	-0.1(-0.1)	1.38(276)
260	-0.03	-0.03(-0.03)	0.0(771)
260	0.01	-0.03(-0.03)	0.04(739)
260	0.25	-0.02(-0.02)	0.27(533)
270	1.25	-0.04(-0.04)	1.29(258)
270	-0.0	-0.01(-0.01)	0.0(623)
270	0.02	-0.01(-0.01)	0.03(605)
270	0.22	-0.02(-0.02)	0.24(479)
280	1.3	-0.09(-0.09)	1.39(279)
280	-0.01	-0.02(-0.02)	0.0(799)
280	0.02	-0.02(-0.02)	0.04(767)
280	0.23	-0.04(-0.04)	0.27(547)
290	0.96	-0.17(-0.17)	1.13(226)
290	-0.05	-0.05(-0.05)	0.0(637)
290	-0.03	-0.06(-0.06)	0.03(613)
290	0.15	-0.08(-0.08)	0.23(456)
300	0.99	-0.12(-0.12)	1.11(221)
300	-0.03	-0.03(-0.03)	0.0(782)
300	0.01	-0.03(-0.03)	0.04(742)
300	0.19	-0.06(-0.06)	0.25(496)
310	0.63	-0.26(-0.26)	0.89(178)
310	-0.12	-0.13(-0.13)	0.0(607)
310	-0.09	-0.12(-0.12)	0.03(577)
310	0.04	-0.16(-0.16)	0.2(398)
320	0.77	-0.17(-0.17)	0.94(189)
320	-0.11	-0.11(-0.11)	0.0(692)
320	-0.08	-0.11(-0.11)	0.03(656)
320	0.1	-0.12(-0.12)	0.22(444)
330	0.36	-0.26(-0.26)	0.61(123)
330	-0.14	-0.14(-0.14)	0.0(524)
330	-0.12	-0.14(-0.14)	0.02(489)
330	-0.01	-0.17(-0.17)	0.16(319)
340	0.39	-0.25(-0.25)	0.64(128)
340	-0.15	-0.15(-0.15)	0.0(559)
340	-0.12	-0.15(-0.15)	0.03(515)
340	-0.0	-0.17(-0.17)	0.16(329)
350	0.38	-0.16(-0.16)	0.55(110)
350	-0.07	-0.07(-0.07)	0.0(600)
350	-0.06	-0.08(-0.08)	0.03(547)
350	0.06	-0.11(-0.11)	0.17(333)
360	0.14	-0.3(-0.3)	0.44(87.2)
360	-0.18	-0.18(-0.18)	0.0(509)
360	-0.18	-0.2(-0.2)	0.02(458)
360	-0.1	-0.23(-0.23)	0.13(259)
370	0.11	-0.25(-0.25)	0.36(71.4)
370	-0.2	-0.21(-0.21)	0.0(539)
370	-0.19	-0.21(-0.21)	0.02(478)
370	-0.11	-0.24(-0.24)	0.13(251)
380	0.08	-0.27(-0.27)	0.35(70.0)
380	-0.2	-0.2(-0.2)	0.0(549)
380	-0.18	-0.21(-0.21)	0.02(484)
380	-0.12	-0.24(-0.24)	0.12(243)
390	-0.09	-0.42(-0.42)	0.33(66.1)
390	-0.27	-0.27(-0.27)	0.0(593)
390	-0.26	-0.29(-0.29)	0.03(520)
390	-0.21	-0.33(-0.33)	0.12(248)
400	0.35	0.02(0.02)	0.33(66.0)
400	0.0	-0.0(-0.0)	0.0(591)
400	0.02	-0.0(-0.0)	0.03(518)
400	0.13	0.0(0.0)	0.12(249)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470845'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	4.08	0.52(0.52)	3.56(712)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470845'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470845'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470845'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.56	0.52(0.52)	0.04(712)
0	0.88	0.52(0.52)	0.36(712)
0	0.52	0.52(0.52)	0.0(712)
10	3.36	0.43(0.43)	2.94(587)
10	0.43	0.39(0.39)	0.04(737)
10	0.75	0.39(0.39)	0.36(713)
10	0.4	0.39(0.39)	0.0(740)
20	2.97	0.39(0.39)	2.58(516)
20	0.44	0.4(0.4)	0.04(816)
20	0.79	0.4(0.4)	0.38(769)
20	0.42	0.41(0.41)	0.0(822)
30	2.25	0.36(0.36)	1.89(378)
30	0.41	0.37(0.37)	0.04(746)
30	0.37	0.37(0.37)	0.0(753)
30	0.71	0.36(0.36)	0.34(689)
40	1.71	0.19(0.19)	1.52(303)
40	0.23	0.2(0.2)	0.04(733)
40	0.2	0.2(0.2)	0.0(742)
40	0.51	0.18(0.18)	0.33(664)
50	1.79	0.17(0.17)	1.62(324)
50	0.3	0.25(0.25)	0.05(988)
50	0.26	0.25(0.25)	0.01(1001)
50	0.68	0.24(0.24)	0.44(876)
60	1.03	0.11(0.11)	0.92(185)
60	0.24	0.21(0.21)	0.04(707)
60	0.21	0.2(0.2)	0.0(718)
60	0.49	0.18(0.18)	0.31(613)
70	0.8	0.05(0.05)	0.75(149)
70	0.2	0.17(0.17)	0.03(651)
70	0.17	0.16(0.16)	0.0(661)
70	0.43	0.15(0.15)	0.28(557)
80	0.38	-0.25(-0.25)	0.63(125)
80	-0.03	-0.06(-0.06)	0.03(633)
80	-0.04	-0.05(-0.05)	0.0(644)
80	0.15	-0.12(-0.12)	0.27(530)
90	0.77	0.09(0.09)	0.67(134)
90	0.2	0.16(0.16)	0.04(727)
90	0.17	0.17(0.17)	0.0(741)
90	0.44	0.14(0.14)	0.3(601)
100	0.09	-0.37(-0.37)	0.46(92.0)
100	-0.05	-0.08(-0.08)	0.03(558)
100	-0.07	-0.07(-0.07)	0.0(569)
100	0.08	-0.15(-0.15)	0.23(452)
110	0.36	-0.15(-0.15)	0.51(101)
110	0.07	0.07(0.07)	0.0(643)
110	0.1	0.07(0.07)	0.03(630)
110	0.28	0.03(0.03)	0.25(505)
120	0.27	-0.22(-0.22)	0.49(98.1)
120	0.06	0.06(0.06)	0.0(688)
120	0.09	0.05(0.05)	0.03(673)
120	0.27	0.0(0.0)	0.26(529)
130	0.11	-0.36(-0.36)	0.47(94.5)
130	-0.07	-0.07(-0.07)	0.0(661)
130	-0.05	-0.08(-0.08)	0.03(646)
130	0.09	-0.16(-0.16)	0.25(503)
140	0.24	-0.15(-0.15)	0.39(77.9)
140	0.01	0.0(0.0)	0.0(561)
140	0.01	-0.02(-0.02)	0.03(547)
140	0.13	-0.08(-0.08)	0.21(420)
150	-0.15	-0.67(-0.67)	0.52(103)
150	-0.21	-0.22(-0.22)	0.0(774)
150	-0.19	-0.23(-0.23)	0.04(754)
150	-0.01	-0.29(-0.29)	0.29(571)
160	-0.11	-0.52(-0.52)	0.41(82.1)
160	-0.11	-0.11(-0.11)	0.0(626)
160	-0.09	-0.12(-0.12)	0.03(608)
160	0.0	-0.22(-0.22)	0.23(456)
170	0.03	-0.43(-0.43)	0.46(92.1)
170	-0.1	-0.1(-0.1)	0.0(697)
170	-0.1	-0.13(-0.13)	0.03(677)
170	0.06	-0.19(-0.19)	0.25(503)
180	-0.11	-0.42(-0.42)	0.31(62.3)
180	-0.28	-0.28(-0.28)	0.0(482)
180	-0.28	-0.3(-0.3)	0.02(468)
180	-0.18	-0.35(-0.35)	0.17(345)
190	-0.46	-0.8(-0.8)	0.34(68.8)
190	-0.41	-0.41(-0.41)	0.0(532)
190	-0.4	-0.43(-0.43)	0.03(515)
190	-0.36	-0.54(-0.54)	0.19(376)
200	0.04	-0.4(-0.4)	0.44(87.2)
200	-0.18	-0.19(-0.19)	0.0(675)
200	-0.16	-0.2(-0.2)	0.03(653)
200	-0.02	-0.25(-0.25)	0.24(471)
210	0.05	-0.39(-0.39)	0.44(87.7)
210	-0.17	-0.18(-0.18)	0.0(691)
210	-0.16	-0.19(-0.19)	0.03(668)
210	-0.01	-0.25(-0.25)	0.24(479)
220	0.46	0.03(0.03)	0.43(86.7)
220	0.12	0.12(0.12)	0.0(706)
220	0.15	0.12(0.12)	0.03(683)
220	0.31	0.07(0.07)	0.24(483)
230	0.06	-0.37(-0.37)	0.43(85.6)
230	-0.14	-0.14(-0.14)	0.0(700)
230	-0.12	-0.15(-0.15)	0.03(676)
230	0.01	-0.23(-0.23)	0.24(478)
240	-0.49	-0.88(-0.88)	0.39(78.6)
240	-0.47	-0.47(-0.47)	0.0(644)
240	-0.46	-0.49(-0.49)	0.03(622)
240	-0.38	-0.6(-0.6)	0.22(437)
250	-0.03	-0.42(-0.42)	0.38(77.0)
250	-0.18	-0.18(-0.18)	0.0(658)
250	-0.16	-0.19(-0.19)	0.03(634)
250	-0.03	-0.25(-0.25)	0.22(440)
260	-0.45	-0.84(-0.84)	0.38(76.9)
260	-0.47	-0.47(-0.47)	0.0(651)
260	-0.44	-0.47(-0.47)	0.03(628)
260	-0.34	-0.56(-0.56)	0.22(436)
270	-0.24	-0.57(-0.57)	0.33(65.3)
270	-0.24	-0.24(-0.24)	0.0(540)
270	-0.25	-0.27(-0.27)	0.03(520)
270	-0.18	-0.36(-0.36)	0.18(363)
280	0.16	-0.24(-0.24)	0.39(78.6)
280	-0.1	-0.11(-0.11)	0.0(699)
280	-0.08	-0.11(-0.11)	0.03(673)
280	0.05	-0.18(-0.18)	0.23(462)
290	-0.14	-0.45(-0.45)	0.31(62.4)
290	-0.29	-0.29(-0.29)	0.0(561)
290	-0.28	-0.3(-0.3)	0.03(541)
290	-0.18	-0.37(-0.37)	0.18(369)
300	0.02	-0.39(-0.39)	0.41(81.4)
300	-0.11	-0.12(-0.12)	0.0(733)
300	-0.12	-0.15(-0.15)	0.04(705)
300	0.02	-0.22(-0.22)	0.24(481)
310	-0.77	-1.09(-1.09)	0.33(65.0)
310	-0.62	-0.63(-0.63)	0.0(577)
310	-0.63	-0.66(-0.66)	0.03(555)
310	-0.57	-0.76(-0.76)	0.19(380)
320	-0.09	-0.46(-0.46)	0.37(74.0)
320	-0.23	-0.24(-0.24)	0.0(675)
320	-0.23	-0.26(-0.26)	0.03(650)
320	-0.11	-0.33(-0.33)	0.22(442)
330	-0.46	-0.75(-0.75)	0.29(57.8)
330	-0.45	-0.45(-0.45)	0.0(533)
330	-0.45	-0.47(-0.47)	0.03(513)
340	-0.52	-0.84(-0.84)	0.32(64.1)
330	-0.38	-0.55(-0.55)	0.17(349)
340	-0.48	-0.48(-0.48)	0.0(592)
340	-0.45	-0.48(-0.48)	0.03(570)
350	-0.02	-0.37(-0.37)	0.35(70.3)
340	-0.39	-0.58(-0.58)	0.19(387)
350	-0.1	-0.11(-0.11)	0.0(655)
350	-0.08	-0.12(-0.12)	0.03(631)
360	-0.42	-0.74(-0.74)	0.32(64.9)
350	0.02	-0.19(-0.19)	0.21(427)
360	-0.42	-0.43(-0.43)	0.0(586)
360	-0.41	-0.43(-0.43)	0.03(564)
370	-0.09	-0.44(-0.44)	0.34(68.2)
360	-0.34	-0.53(-0.53)	0.19(386)
370	-0.2	-0.2(-0.2)	0.0(640)
370	-0.18	-0.21(-0.21)	0.03(616)
380	-0.09	-0.45(-0.45)	0.36(72.9)
370	-0.05	-0.26(-0.26)	0.21(416)
380	-0.23	-0.23(-0.23)	0.0(668)
380	-0.23	-0.26(-0.26)	0.03(643)
390	-0.45	-0.85(-0.85)	0.39(78.9)
380	-0.1	-0.32(-0.32)	0.22(439)
390	-0.46	-0.46(-0.46)	0.0(728)
390	-0.47	-0.5(-0.5)	0.04(701)
400	0.7	0.3(0.3)	0.4(79.4)
390	-0.34	-0.58(-0.58)	0.24(475)
400	0.29	0.29(0.29)	0.0(729)
400	0.3	0.27(0.27)	0.04(701)
400	0.5	0.26(0.26)	0.24(477)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470846'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470846'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470846'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470846'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	4.08	0.52(0.52)	3.56(712)
0	0.56	0.52(0.52)	0.04(712)
0	0.52	0.52(0.52)	0.0(712)
0	0.88	0.52(0.52)	0.36(712)
